system:index,B11_S2A,B11_S2B,B12_S2A,B12_S2B,B1_S2A,B1_S2B,B2_S2A,B2_S2B,B3_S2A,B3_S2B,B4_S2A,B4_S2B,B5_S2A,B5_S2B,B6_S2A,B6_S2B,B7_S2A,B7_S2B,B8A_S2A,B8A_S2B,B8_S2A,B8_S2B,B9_S2A,B9_S2B,WVP_S2A,WVP_S2B,classProb_S2A,classProb_S2B,class_S2A,class_S2B,dist_emd,dist_sam,dist_sed,dist_sid,spc_S2A,spc_S2B,.geo
5359,470,448,236,252,318,439,416,580,665,708,603,590,965,996,1210,1197,1298,1280,1320,1291,1350,1350,959,982,1350,1423,0.38820657,0.9820372,4.0,4.0,4071.0,0.06361491912205382,52448.0,0.027457577307260225,43.630966,45.224945,"{""type"":""MultiPoint"",""coordinates"":[]}"
5360,496,479,251,261,345,434,450,554,680,756,622,636,964,999,1215,1185,1265,1275,1310,1289,1320,1334,1038,1073,1350,1423,0.5622725,0.9393391,4.0,4.0,3840.0,0.047899582218084796,34514.0,0.013461542629261053,39.66237,38.78339,"{""type"":""MultiPoint"",""coordinates"":[]}"
5361,524,512,270,276,345,434,474,603,738,753,664,655,974,1027,1187,1184,1245,1231,1318,1269,1278,1238,1038,1073,1350,1423,0.5797006,0.9264642,4.0,4.0,2991.0,0.05508530242509776,38617.0,0.01677739170097564,32.22002,30.810478,"{""type"":""MultiPoint"",""coordinates"":[]}"
5362,565,577,311,307,376,450,461,592,717,745,626,658,1025,1007,1213,1223,1301,1323,1386,1346,1376,1334,1108,1133,1350,1423,0.9462759,0.93475914,4.0,4.0,3121.0,0.04984262532475038,34831.0,0.014014775517269415,42.278046,36.20984,"{""type"":""MultiPoint"",""coordinates"":[]}"
5363,565,577,311,307,376,450,458,581,710,750,658,674,1025,1007,1213,1223,1301,1323,1386,1346,1328,1364,1108,1133,1350,1423,0.6406388,0.90176255,4.0,4.0,3465.0,0.044894560061751,32379.0,0.011751742805173247,35.866425,36.073875,"{""type"":""MultiPoint"",""coordinates"":[]}"
5364,645,619,347,353,376,450,479,604,749,796,682,726,1046,1069,1297,1273,1334,1354,1426,1392,1340,1410,1108,1133,1350,1423,0.5915451,0.87987566,4.0,4.0,4097.0,0.04723124191963485,39473.0,0.01230642558461952,33.81183,32.917866,"{""type"":""MultiPoint"",""coordinates"":[]}"
5365,641,640,356,336,373,450,520,634,792,802,716,710,1060,1060,1295,1281,1335,1345,1428,1404,1420,1382,1122,1168,1350,1423,0.6394867,0.94415975,4.0,4.0,2410.0,0.04437534359516656,29223.0,0.011301295121166614,34.528915,33.08975,"{""type"":""MultiPoint"",""coordinates"":[]}"
5366,596,572,327,291,373,450,468,582,747,816,674,656,1078,1039,1378,1330,1379,1386,1529,1434,1460,1460,1122,1168,1350,1423,0.73006606,0.92979175,4.0,4.0,2106.0,0.056696572901737255,46226.0,0.01731315424038971,41.19355,43.196297,"{""type"":""MultiPoint"",""coordinates"":[]}"
5367,650,614,347,323,394,471,478,592,726,733,672,676,1074,1063,1351,1300,1387,1383,1532,1468,1446,1440,1190,1179,1350,1423,0.81093675,0.9186743,4.0,4.0,1674.0,0.04787253497860896,33182.0,0.013446066391710393,40.69745,39.94374,"{""type"":""MultiPoint"",""coordinates"":[]}"
5368,624,624,339,314,394,471,580,657,781,810,730,704,1075,1130,1297,1320,1396,1402,1480,1465,1442,1442,1190,1179,1350,1423,0.76114446,0.95568335,4.0,4.0,2780.0,0.036231047198598,23265.0,0.007657826830987394,34.222725,36.990677,"{""type"":""MultiPoint"",""coordinates"":[]}"
5369,703,691,382,367,413,476,550,614,803,798,723,741,1144,1150,1384,1383,1434,1444,1525,1551,1510,1536,1256,1229,1350,1423,0.801062,0.7791768,4.0,4.0,2186.0,0.028747310468059218,16330.0,0.00476358408014278,38.460938,37.89365,"{""type"":""MultiPoint"",""coordinates"":[]}"
5370,526,499,276,261,372,463,465,564,750,764,646,656,1012,1026,1147,1159,1243,1243,1282,1286,1278,1294,941,935,1350,1423,0.5037312,0.8527629,4.0,4.0,3089.0,0.04172144497271146,25309.0,0.01143053682738757,34.33867,34.114502,"{""type"":""MultiPoint"",""coordinates"":[]}"
5371,526,499,276,261,372,463,433,576,722,714,618,643,1012,1026,1147,1159,1243,1243,1282,1286,1294,1330,941,935,1350,1423,0.52622133,0.93799937,4.0,4.0,3645.0,0.0511713075444603,37390.0,0.01732393616451918,38.652927,37.73141,"{""type"":""MultiPoint"",""coordinates"":[]}"
5372,498,488,255,256,372,463,440,592,677,740,596,608,1016,1035,1208,1175,1257,1259,1298,1262,1346,1316,941,935,1350,1423,0.8738981,0.93084514,4.0,4.0,3557.0,0.059846536470108784,44614.0,0.02089187826309648,44.26954,41.135216,"{""type"":""MultiPoint"",""coordinates"":[]}"
5373,498,488,255,256,372,463,473,562,701,742,620,662,1016,1035,1208,1175,1257,1259,1298,1262,1288,1328,941,935,1350,1423,0.81636816,0.67286044,4.0,4.0,3279.0,0.04619979973194437,29463.0,0.01167218416284963,38.059032,35.4039,"{""type"":""MultiPoint"",""coordinates"":[]}"
5374,486,483,265,253,341,436,495,588,734,786,658,666,996,1022,1202,1184,1224,1238,1301,1265,1344,1312,961,989,1350,1423,0.7378789,0.8769368,4.0,4.0,3132.0,0.04763316703082352,30224.0,0.012953825875713232,36.777622,34.013504,"{""type"":""MultiPoint"",""coordinates"":[]}"
5375,486,483,265,253,341,436,504,620,750,775,694,698,996,1022,1202,1184,1224,1238,1301,1265,1272,1252,961,989,1350,1423,0.4142573,0.92605937,4.0,4.0,3143.0,0.049328418088873144,32280.0,0.014290351247852162,28.405289,26.702686,"{""type"":""MultiPoint"",""coordinates"":[]}"
5376,550,550,295,283,341,436,492,608,782,778,687,708,1028,1057,1193,1183,1225,1250,1306,1301,1262,1344,961,989,1350,1423,0.50960356,0.8266091,4.0,4.0,3935.0,0.04545592236353011,37510.0,0.012648738522407704,28.581669,31.14854,"{""type"":""MultiPoint"",""coordinates"":[]}"
5377,579,572,322,311,326,430,505,612,747,772,677,718,1006,1036,1239,1253,1273,1331,1358,1326,1364,1334,997,1046,1350,1423,0.6823062,0.6958842,4.0,4.0,4159.0,0.04862977547372285,38855.0,0.014105591554647457,35.735344,29.471539,"{""type"":""MultiPoint"",""coordinates"":[]}"
5378,579,572,322,311,326,430,510,610,749,778,664,702,1006,1036,1239,1253,1273,1331,1358,1326,1346,1350,997,1046,1350,1423,0.8216731,0.81045187,4.0,4.0,4293.0,0.044729165346506485,36501.0,0.012551815306630038,36.200558,32.15473,"{""type"":""MultiPoint"",""coordinates"":[]}"
5379,606,597,333,326,326,430,526,626,799,762,718,702,1033,1094,1305,1265,1343,1356,1419,1363,1376,1392,997,1046,1350,1423,0.5016587,0.8589491,4.0,4.0,2511.0,0.05231307607084646,39183.0,0.015694645324396864,31.886608,34.515987,"{""type"":""MultiPoint"",""coordinates"":[]}"
5380,606,597,333,326,326,430,528,632,816,790,736,726,1033,1094,1305,1265,1343,1356,1419,1363,1410,1400,997,1046,1350,1423,0.45367986,0.8152029,4.0,4.0,2584.0,0.052311236182025656,38994.0,0.015758786035993202,31.859348,32.36771,"{""type"":""MultiPoint"",""coordinates"":[]}"
5381,610,614,337,325,326,430,508,602,800,794,717,720,1039,1067,1314,1244,1330,1352,1463,1361,1432,1396,997,1046,1350,1423,0.620995,0.59762543,4.0,4.0,1975.0,0.05781299886296246,45455.0,0.017466948609438933,35.066578,32.788128,"{""type"":""MultiPoint"",""coordinates"":[]}"
5382,610,614,337,325,326,430,504,590,768,806,719,696,1039,1067,1314,1244,1330,1352,1463,1361,1432,1382,997,1046,1350,1423,0.39317954,0.63670766,4.0,4.0,2019.0,0.05901624863913767,47147.0,0.01781881593826694,34.85337,34.621326,"{""type"":""MultiPoint"",""coordinates"":[]}"
5383,571,540,303,303,341,430,429,611,744,786,648,684,1032,1043,1262,1257,1308,1303,1398,1352,1426,1360,1021,1077,1350,1423,0.7441583,0.94409627,4.0,4.0,3942.0,0.066556837971409,60174.0,0.026506584855906012,42.363243,34.72438,"{""type"":""MultiPoint"",""coordinates"":[]}"
5384,571,540,303,303,341,430,490,610,735,764,660,708,1032,1043,1262,1257,1308,1303,1398,1352,1382,1404,1021,1077,1350,1423,0.7544452,0.8336729,4.0,4.0,3703.0,0.04969209045262396,37663.0,0.014460814263051848,38.6561,34.52159,"{""type"":""MultiPoint"",""coordinates"":[]}"
5385,514,502,280,285,341,430,501,642,737,784,660,696,1015,1027,1257,1255,1314,1283,1387,1362,1368,1368,1021,1077,1350,1423,0.71969736,0.95291275,4.0,4.0,3900.0,0.05290556380220888,41675.0,0.016122833525001122,37.888283,33.839535,"{""type"":""MultiPoint"",""coordinates"":[]}"
5386,514,502,280,285,341,430,491,594,727,766,655,655,1015,1027,1257,1255,1314,1283,1387,1362,1402,1398,1021,1077,1350,1423,0.6909139,0.9736864,4.0,4.0,2972.0,0.04584769204930189,30435.0,0.012294657806226619,40.303623,40.09013,"{""type"":""MultiPoint"",""coordinates"":[]}"
5387,477,443,272,235,341,430,481,544,759,744,680,654,1003,971,1270,1228,1334,1306,1418,1364,1384,1368,1021,1077,1350,1423,0.4240368,0.9210266,4.0,4.0,792.0,0.048650637716025846,30525.0,0.013935330944951026,36.507133,38.57709,"{""type"":""MultiPoint"",""coordinates"":[]}"
5388,477,443,272,235,341,430,447,520,713,749,642,602,1003,971,1270,1228,1334,1306,1418,1364,1432,1414,1021,1077,1350,1423,0.5901311,0.9594991,4.0,4.0,1201.0,0.05139587801528283,33948.0,0.015700986082237755,43.358765,47.12195,"{""type"":""MultiPoint"",""coordinates"":[]}"
5389,510,466,267,246,361,443,389,488,618,665,544,537,947,981,1271,1269,1366,1342,1452,1374,1454,1388,1135,1144,1350,1423,0.9475986,0.98317206,4.0,4.0,2183.0,0.054616032979601235,38746.0,0.017122518906847958,56.18566,53.883926,"{""type"":""MultiPoint"",""coordinates"":[]}"
5390,510,466,267,246,361,443,341,478,634,678,535,548,947,981,1271,1269,1366,1342,1452,1374,1432,1410,1135,1144,1350,1423,0.9448065,0.9782551,4.0,4.0,3070.0,0.057802615740130146,43689.0,0.022331094032099225,56.28356,53.56858,"{""type"":""MultiPoint"",""coordinates"":[]}"
5391,634,603,349,307,361,443,453,584,687,716,609,610,1095,1048,1350,1337,1453,1414,1565,1476,1524,1520,1135,1144,1350,1423,0.9708737,0.9640919,4.0,4.0,1849.0,0.055061431202374424,44698.0,0.018644072125227545,51.629143,51.3292,"{""type"":""MultiPoint"",""coordinates"":[]}"
5392,634,603,349,307,361,443,497,606,731,759,675,648,1095,1048,1350,1337,1453,1414,1565,1476,1550,1550,1135,1144,1350,1423,0.59814626,0.9441652,4.0,4.0,1318.0,0.051552365290827816,40073.0,0.01565393320597271,45.48404,48.428787,"{""type"":""MultiPoint"",""coordinates"":[]}"
5393,598,585,311,285,390,461,500,614,719,784,679,718,1079,1074,1337,1310,1416,1409,1488,1426,1466,1456,1180,1202,1350,1423,0.41698745,0.5347816,4.0,4.0,2971.0,0.048505027567788454,35188.0,0.01315908019820492,40.948772,36.228592,"{""type"":""MultiPoint"",""coordinates"":[]}"
5394,639,614,311,314,409,476,500,593,786,798,692,708,1107,1102,1379,1327,1451,1477,1548,1520,1554,1570,1281,1238,1350,1423,0.59662026,0.66776645,4.0,4.0,1956.0,0.04035515193425347,25795.0,0.008828028683768953,43.85549,42.927864,"{""type"":""MultiPoint"",""coordinates"":[]}"
5395,713,664,371,345,409,476,576,626,862,802,730,730,1189,1187,1427,1396,1534,1477,1612,1562,1586,1538,1281,1238,1350,1423,0.8160935,0.90884054,4.0,4.0,1223.0,0.03918238136907344,29862.0,0.008147322265115858,41.413853,39.11827,"{""type"":""MultiPoint"",""coordinates"":[]}"
5396,720,665,394,337,450,517,582,678,879,867,774,780,1193,1169,1457,1401,1507,1459,1633,1565,1544,1548,1289,1257,1350,1423,0.4091924,0.7750276,4.0,4.0,1073.0,0.045679856209894086,37168.0,0.011881380895467855,34.97539,34.582058,"{""type"":""MultiPoint"",""coordinates"":[]}"
5397,550,550,295,283,341,436,496,612,808,792,711,703,1028,1057,1193,1183,1225,1250,1306,1301,1270,1328,961,989,1350,1423,0.34933394,0.7657865,4.0,4.0,3369.0,0.04545747449383557,34013.0,0.013049659128349007,26.372013,30.768051,"{""type"":""MultiPoint"",""coordinates"":[]}"
5398,579,572,322,311,326,430,482,598,747,786,698,682,1006,1036,1239,1253,1273,1331,1358,1326,1322,1288,997,1046,1350,1423,0.34616852,0.7666625,4.0,4.0,3827.0,0.05134352634373159,40589.0,0.01588608925191116,30.971203,30.7481,"{""type"":""MultiPoint"",""coordinates"":[]}"
5399,579,572,322,311,326,430,480,592,711,756,676,684,1006,1036,1239,1253,1273,1331,1358,1326,1316,1288,997,1046,1350,1423,0.4453221,0.7288084,4.0,4.0,4121.0,0.049735691107865396,39617.0,0.014984898789083564,33.10032,30.519917,"{""type"":""MultiPoint"",""coordinates"":[]}"
5400,606,597,333,326,326,430,461,592,754,730,673,683,1033,1094,1305,1265,1343,1356,1419,1363,1376,1360,997,1046,1350,1423,0.49412408,0.7799168,4.0,4.0,3094.0,0.05700751612640164,45395.0,0.01942546130441253,36.852787,34.836452,"{""type"":""MultiPoint"",""coordinates"":[]}"
5401,606,597,333,326,326,430,461,606,771,764,656,704,1033,1094,1305,1265,1343,1356,1419,1363,1380,1406,997,1046,1350,1423,0.77084464,0.61114347,4.0,4.0,4081.0,0.05836016728717578,51356.0,0.020386557970262453,39.004402,35.064606,"{""type"":""MultiPoint"",""coordinates"":[]}"
5402,610,614,337,325,326,430,470,615,770,761,702,690,1039,1067,1314,1244,1330,1352,1463,1361,1396,1380,997,1046,1350,1423,0.51029694,0.8621758,4.0,4.0,2524.0,0.064891517913316,56784.0,0.023397523409104573,34.73594,35.173332,"{""type"":""MultiPoint"",""coordinates"":[]}"
5403,610,614,337,325,326,430,451,552,733,760,674,670,1039,1067,1314,1244,1330,1352,1463,1361,1378,1346,997,1046,1350,1423,0.6223591,0.83617526,4.0,4.0,2376.0,0.05963627561901104,47248.0,0.01892892756797087,36.85033,35.51472,"{""type"":""MultiPoint"",""coordinates"":[]}"
5404,571,540,303,303,341,430,481,590,730,746,662,680,1032,1043,1262,1257,1308,1303,1398,1352,1324,1372,1021,1077,1350,1423,0.71817315,0.9492829,4.0,4.0,3284.0,0.04751792737318914,34399.0,0.013107170071772789,35.173332,35.84413,"{""type"":""MultiPoint"",""coordinates"":[]}"
5405,571,540,303,303,341,430,468,558,706,713,648,673,1032,1043,1262,1257,1308,1303,1398,1352,1352,1346,1021,1077,1350,1423,0.7346882,0.8024977,4.0,4.0,2703.0,0.045096456840108136,28444.0,0.011988786997763099,38.38512,35.173332,"{""type"":""MultiPoint"",""coordinates"":[]}"
5406,514,502,280,285,341,430,434,580,744,745,662,662,1015,1027,1257,1255,1314,1283,1387,1362,1352,1334,1021,1077,1350,1423,0.4061876,0.96185625,4.0,4.0,2986.0,0.05422062701936358,39930.0,0.018444053712770664,36.76806,35.748016,"{""type"":""MultiPoint"",""coordinates"":[]}"
5407,477,443,272,235,341,430,427,536,726,712,653,612,1003,971,1270,1228,1334,1306,1418,1364,1360,1344,1021,1077,1350,1423,0.4043142,0.9595857,4.0,4.0,1111.0,0.05577823301115701,39413.0,0.019309274250987545,38.250412,42.21055,"{""type"":""MultiPoint"",""coordinates"":[]}"
5408,477,443,272,235,341,430,456,485,681,660,608,601,1003,971,1270,1228,1334,1306,1418,1364,1344,1350,1021,1077,1350,1423,0.8547947,0.9049013,4.0,4.0,656.0,0.04621024216078224,26766.0,0.012190041426729917,42.695084,43.87481,"{""type"":""MultiPoint"",""coordinates"":[]}"
5409,510,466,267,246,361,443,380,476,650,682,567,558,947,981,1271,1269,1366,1342,1452,1374,1380,1396,1135,1144,1350,1423,0.79300386,0.9732723,4.0,4.0,2454.0,0.05001592676536421,32908.0,0.015060132543626606,49.66632,51.61032,"{""type"":""MultiPoint"",""coordinates"":[]}"
5410,634,603,349,307,361,443,476,575,751,725,675,664,1095,1048,1350,1337,1453,1414,1565,1476,1528,1448,1135,1144,1350,1423,0.7080438,0.68326825,4.0,4.0,1292.0,0.05201253853715575,43677.0,0.015618920130941075,44.441505,41.690758,"{""type"":""MultiPoint"",""coordinates"":[]}"
5411,625,595,340,293,361,443,489,584,769,755,672,641,1074,1024,1342,1306,1439,1383,1493,1444,1476,1440,1135,1144,1350,1423,0.59122574,0.98192924,4.0,4.0,1065.0,0.0487668441201747,36054.0,0.01468816792881153,42.222343,43.88244,"{""type"":""MultiPoint"",""coordinates"":[]}"
5412,625,595,340,293,361,443,444,534,698,677,606,620,1074,1024,1342,1306,1439,1383,1493,1444,1410,1376,1135,1144,1350,1423,0.8247311,0.6977481,4.0,4.0,994.0,0.04864872917376647,34469.0,0.014765144390981113,46.439163,42.989014,"{""type"":""MultiPoint"",""coordinates"":[]}"
5413,588,578,310,289,390,461,496,565,720,752,645,643,1044,1024,1312,1266,1363,1377,1477,1404,1404,1380,1180,1202,1350,1423,0.9444813,0.9565233,4.0,4.0,1390.0,0.043215950018855594,25801.0,0.009249569447422664,41.555256,40.503254,"{""type"":""MultiPoint"",""coordinates"":[]}"
5414,613,578,334,297,390,461,535,612,796,780,735,718,1094,1114,1313,1290,1393,1384,1467,1415,1416,1422,1180,1202,1350,1423,0.38704985,0.9184299,4.0,4.0,1410.0,0.04036381478101362,23672.0,0.009462334988809808,32.293667,34.422913,"{""type"":""MultiPoint"",""coordinates"":[]}"
5415,598,585,311,285,390,461,457,550,730,706,636,644,1079,1074,1337,1310,1416,1409,1488,1426,1476,1452,1180,1202,1350,1423,0.83790284,0.4834656,4.0,4.0,1346.0,0.04278976925214838,26211.0,0.010689234207144991,46.252953,44.148468,"{""type"":""MultiPoint"",""coordinates"":[]}"
5416,639,614,311,314,409,476,471,568,741,742,656,683,1107,1102,1379,1327,1451,1477,1548,1520,1528,1494,1281,1238,1350,1423,0.7776681,0.644798,4.0,4.0,1693.0,0.04261834640118658,27785.0,0.010106366716772818,46.517952,41.91768,"{""type"":""MultiPoint"",""coordinates"":[]}"
5417,639,614,311,314,409,476,526,618,778,814,708,709,1107,1102,1379,1327,1451,1477,1548,1520,1512,1492,1281,1238,1350,1423,0.68972987,0.9172119,4.0,4.0,1842.0,0.04145756291975894,26651.0,0.009089195049484572,40.13362,39.029896,"{""type"":""MultiPoint"",""coordinates"":[]}"
5418,513,501,279,257,326,430,480,596,728,744,650,630,968,984,1194,1184,1256,1290,1349,1332,1282,1306,997,1046,1350,1423,0.75022864,0.9583902,4.0,4.0,3450.0,0.048439640369840796,35663.0,0.01573076785651298,34.104637,37.8988,"{""type"":""MultiPoint"",""coordinates"":[]}"
5419,513,501,279,257,326,430,457,592,727,744,661,655,968,984,1194,1184,1256,1290,1349,1332,1354,1374,997,1046,1350,1423,0.62882066,0.94761145,4.0,4.0,3805.0,0.051065208226962956,39925.0,0.017766377162466523,36.994976,38.79148,"{""type"":""MultiPoint"",""coordinates"":[]}"
5420,517,505,287,276,326,430,423,572,714,736,622,657,965,997,1286,1228,1350,1336,1430,1391,1434,1410,997,1046,1350,1423,0.63198686,0.949761,4.0,4.0,3499.0,0.060645447365811435,49402.0,0.02308833406961832,45.77366,40.500782,"{""type"":""MultiPoint"",""coordinates"":[]}"
5421,544,518,321,272,326,430,521,618,787,790,688,720,1009,1020,1245,1218,1346,1310,1388,1327,1376,1344,997,1046,1350,1423,0.6908316,0.85132116,4.0,4.0,2317.0,0.05477634028160222,38956.0,0.018563442434035363,35.173332,29.838139,"{""type"":""MultiPoint"",""coordinates"":[]}"
5422,477,456,273,246,341,430,482,582,736,756,675,678,1027,996,1227,1182,1296,1239,1327,1310,1306,1302,1021,1077,1350,1423,0.30965495,0.93053836,4.0,4.0,1834.0,0.052768850901140245,34505.0,0.015679056406685876,32.625584,32.044968,"{""type"":""MultiPoint"",""coordinates"":[]}"
5423,458,426,267,196,341,430,454,581,722,728,658,670,1012,968,1245,1183,1306,1285,1376,1331,1294,1268,1021,1077,1350,1423,0.4275083,0.8483024,4.0,4.0,1755.0,0.062343866783553255,47682.0,0.02592108597771198,33.88053,30.911785,"{""type"":""MultiPoint"",""coordinates"":[]}"
5424,455,407,283,210,341,430,389,540,677,686,602,583,991,968,1235,1185,1332,1275,1361,1310,1306,1262,1021,1077,1350,1423,0.4051055,0.95326346,4.0,4.0,1627.0,0.0693413899574048,58077.0,0.03284003868383259,41.30545,41.141808,"{""type"":""MultiPoint"",""coordinates"":[]}"
5425,649,599,345,307,390,461,441,596,750,739,662,640,1031,1042,1335,1252,1406,1377,1505,1360,1470,1440,1180,1202,1350,1423,0.55772805,0.8242068,4.0,4.0,1454.0,0.06830340433280592,69204.0,0.025037201043920012,43.02848,43.996925,"{""type"":""MultiPoint"",""coordinates"":[]}"
5426,627,565,336,280,390,461,470,565,724,722,648,626,1038,1041,1359,1252,1439,1360,1517,1387,1506,1416,1180,1202,1350,1423,0.54218096,0.96955854,4.0,4.0,2076.0,0.0634337718204138,70046.0,0.020117647893411653,46.35643,44.38581,"{""type"":""MultiPoint"",""coordinates"":[]}"
5427,627,565,336,280,390,461,538,558,782,730,704,648,1038,1041,1359,1252,1439,1360,1517,1387,1462,1400,1180,1202,1350,1423,0.45184812,0.9454795,4.0,4.0,2648.0,0.056785703049108564,62517.0,0.014743318862044434,38.033054,40.99828,"{""type"":""MultiPoint"",""coordinates"":[]}"
5428,586,544,297,293,409,476,508,574,774,768,690,640,1056,1049,1332,1289,1398,1385,1512,1453,1482,1428,1281,1238,1350,1423,0.8918534,0.98204756,4.0,4.0,1091.0,0.04239502425771334,28803.0,0.009360278151198402,40.560112,43.382515,"{""type"":""MultiPoint"",""coordinates"":[]}"
5429,586,544,297,293,409,476,508,570,776,799,702,697,1056,1049,1332,1289,1398,1385,1512,1453,1482,1450,1281,1238,1350,1423,0.77330554,0.95245,4.0,4.0,990.0,0.04008082318240862,24417.0,0.00825412454247998,39.27,38.165215,"{""type"":""MultiPoint"",""coordinates"":[]}"
5430,515,511,280,292,341,436,476,586,654,662,628,639,961,992,1138,1117,1182,1200,1269,1211,1286,1236,961,989,1350,1423,0.57394236,0.65067303,4.0,4.0,2735.0,0.054672317612795736,35173.0,0.01598791422114389,36.971245,32.6039,"{""type"":""MultiPoint"",""coordinates"":[]}"
5431,574,553,321,303,341,436,572,607,802,808,735,742,1009,994,1161,1159,1245,1213,1291,1256,1338,1278,961,989,1350,1423,0.5370538,0.580919,4.0,4.0,1154.0,0.04373738765603719,23291.0,0.010544018125087005,27.86929,23.475521,"{""type"":""MultiPoint"",""coordinates"":[]}"
5432,552,541,322,291,341,436,498,538,706,742,646,672,1037,1021,1201,1177,1255,1252,1285,1296,1276,1288,961,989,1350,1423,0.8384446,0.6424361,4.0,4.0,2419.0,0.03845288412256876,20898.0,0.009694904050931598,34.218437,31.896,"{""type"":""MultiPoint"",""coordinates"":[]}"
5433,513,501,279,257,326,430,418,536,662,678,592,577,968,984,1194,1184,1256,1290,1349,1332,1262,1292,997,1046,1350,1423,0.88597894,0.9714758,4.0,4.0,3560.0,0.049194881507341026,36280.0,0.01688812612826057,39.999176,43.642845,"{""type"":""MultiPoint"",""coordinates"":[]}"
5434,517,505,287,276,326,430,392,532,680,689,584,589,965,997,1286,1228,1350,1336,1430,1391,1408,1414,997,1046,1350,1423,0.8685388,0.98380685,4.0,4.0,3128.0,0.057902474593531914,44658.0,0.021949367041771833,48.993416,48.688446,"{""type"":""MultiPoint"",""coordinates"":[]}"
