system:index,B11_S2A,B11_S2B,B12_S2A,B12_S2B,B1_S2A,B1_S2B,B2_S2A,B2_S2B,B3_S2A,B3_S2B,B4_S2A,B4_S2B,B5_S2A,B5_S2B,B6_S2A,B6_S2B,B7_S2A,B7_S2B,B8A_S2A,B8A_S2B,B8_S2A,B8_S2B,B9_S2A,B9_S2B,WVP_S2A,WVP_S2B,classProb_S2A,classProb_S2B,class_S2A,class_S2B,dist_emd,dist_sam,dist_sed,dist_sid,spc_S2A,spc_S2B,.geo
5269,495,499,270,272,318,439,411,567,692,706,598,574,965,970,1173,1179,1234,1221,1305,1271,1316,1292,959,982,1350,1423,0.90670246,0.98861164,4.0,4.0,3368.0,0.062480012794249605,47589.0,0.02640202597375822,42.364975,44.02529,"{""type"":""MultiPoint"",""coordinates"":[]}"
5270,487,501,264,286,318,439,357,494,648,690,546,590,944,961,1215,1198,1268,1259,1335,1290,1290,1312,959,982,1350,1423,0.95791894,0.97005594,4.0,4.0,4341.0,0.059706720234961964,46816.0,0.02482758046491298,47.543663,43.13405,"{""type"":""MultiPoint"",""coordinates"":[]}"
5271,487,501,264,286,318,439,414,548,686,726,596,615,944,961,1215,1198,1268,1259,1335,1290,1330,1348,959,982,1350,1423,0.8311617,0.9629029,4.0,4.0,4009.0,0.0575552113526286,44104.0,0.022192185953549742,43.39219,42.06859,"{""type"":""MultiPoint"",""coordinates"":[]}"
5272,516,503,278,291,345,434,416,536,662,702,620,600,937,956,1230,1248,1276,1314,1366,1319,1342,1318,1038,1073,1350,1423,0.4454747,0.8536316,4.0,4.0,3385.0,0.050711471140895074,36127.0,0.015621302113624374,41.136673,42.230362,"{""type"":""MultiPoint"",""coordinates"":[]}"
5273,516,503,278,291,345,434,397,496,662,684,558,588,937,956,1230,1248,1276,1314,1366,1319,1360,1350,1038,1073,1350,1423,0.9753656,0.63268757,4.0,4.0,3519.0,0.04513057236746921,30436.0,0.01251429889951441,49.76584,45.472076,"{""type"":""MultiPoint"",""coordinates"":[]}"
5274,632,639,374,347,345,434,426,502,723,716,592,585,1018,1035,1301,1277,1366,1322,1425,1390,1462,1432,1038,1073,1350,1423,0.93466085,0.9919476,4.0,4.0,1566.0,0.0440395602990867,26053.0,0.011841147649205179,50.69838,50.073257,"{""type"":""MultiPoint"",""coordinates"":[]}"
5275,632,639,374,347,345,434,476,574,754,762,617,657,1018,1035,1301,1277,1366,1322,1425,1390,1488,1418,1038,1073,1350,1423,0.9030122,0.97433746,4.0,4.0,2225.0,0.05101883713259964,35447.0,0.014716303532170051,49.01442,40.922485,"{""type"":""MultiPoint"",""coordinates"":[]}"
5276,670,625,356,359,345,434,528,610,797,812,698,724,1019,1043,1251,1267,1338,1326,1411,1341,1382,1376,1038,1073,1350,1423,0.6927529,0.68575644,4.0,4.0,2712.0,0.04602302547667822,30046.0,0.011609764936174476,34.401268,31.240532,"{""type"":""MultiPoint"",""coordinates"":[]}"
5277,670,625,356,359,345,434,462,588,720,755,672,689,1019,1043,1251,1267,1338,1326,1411,1341,1324,1366,1038,1073,1350,1423,0.51904285,0.75929385,4.0,4.0,3658.0,0.0532315171577681,41539.0,0.01619059102711763,34.023968,34.503513,"{""type"":""MultiPoint"",""coordinates"":[]}"
5278,637,619,346,337,376,450,448,568,691,756,584,598,981,996,1273,1245,1312,1307,1372,1330,1372,1416,1108,1133,1350,1423,0.97144747,0.9818295,4.0,4.0,3461.0,0.04875789564654899,35390.0,0.013475154972605638,47.136604,47.703354,"{""type"":""MultiPoint"",""coordinates"":[]}"
5279,757,710,422,394,376,450,466,526,739,735,598,624,1021,1016,1274,1232,1348,1299,1390,1365,1444,1444,1108,1133,1350,1423,0.93143255,0.9802766,4.0,4.0,1246.0,0.04165474593315719,23530.0,0.009430664896559773,49.10441,46.044952,"{""type"":""MultiPoint"",""coordinates"":[]}"
5280,733,708,401,387,376,450,529,588,800,806,715,720,1052,1034,1285,1199,1356,1318,1407,1346,1354,1332,1108,1133,1350,1423,0.35183683,0.67860764,4.0,4.0,862.0,0.04553970166747202,29162.0,0.00983102969076744,30.959846,29.136139,"{""type"":""MultiPoint"",""coordinates"":[]}"
5281,665,615,351,333,373,450,340,510,597,634,542,558,968,947,1210,1235,1335,1321,1433,1348,1484,1470,1122,1168,1350,1423,0.9484722,0.4756342,4.0,4.0,3297.0,0.06457007530853955,55406.0,0.02762073855062112,57.82025,55.19609,"{""type"":""MultiPoint"",""coordinates"":[]}"
5282,673,633,366,325,371,455,449,588,659,652,616,574,996,951,1251,1231,1320,1285,1422,1334,1340,1338,1156,1184,1350,1423,0.92184025,0.55121857,4.0,4.0,1243.0,0.061294803776586415,48982.0,0.021912254962518467,41.50683,46.572006,"{""type"":""MultiPoint"",""coordinates"":[]}"
5283,673,633,366,325,371,455,479,542,626,672,623,593,996,951,1251,1231,1320,1285,1422,1334,1328,1302,1156,1184,1350,1423,0.5629712,0.9360308,4.0,4.0,1068.0,0.05196044214051491,35505.0,0.014267605735587087,39.994423,42.194954,"{""type"":""MultiPoint"",""coordinates"":[]}"
5284,703,656,366,332,371,455,440,532,660,651,612,566,967,957,1295,1218,1327,1270,1437,1324,1350,1256,1156,1184,1350,1423,0.9218947,0.9486034,4.0,4.0,1780.0,0.06236055292391445,58078.0,0.01945017186861004,42.539818,42.979935,"{""type"":""MultiPoint"",""coordinates"":[]}"
5285,699,613,385,337,394,471,426,518,640,616,587,573,992,915,1194,1132,1295,1229,1390,1309,1208,1204,1190,1179,1350,1423,0.8954731,0.7199221,4.0,4.0,1576.0,0.06069598158199124,51021.0,0.019491103862929814,37.34605,38.917274,"{""type"":""MultiPoint"",""coordinates"":[]}"
5286,712,651,378,356,394,471,520,676,766,808,706,740,981,987,1231,1184,1270,1294,1384,1370,1396,1416,1190,1179,1350,1423,0.8500139,0.8560539,4.0,4.0,3602.0,0.05628432448058514,46257.0,0.018016125474383752,34.30021,31.76831,"{""type"":""MultiPoint"",""coordinates"":[]}"
5287,676,674,370,363,394,471,586,655,827,868,752,736,983,991,1277,1213,1329,1317,1393,1379,1444,1442,1190,1179,1350,1423,0.64705175,0.80481964,4.0,4.0,1678.0,0.03980956516953331,22634.0,0.008093818571680967,32.039272,33.59335,"{""type"":""MultiPoint"",""coordinates"":[]}"
5288,733,697,397,384,413,476,517,678,766,797,714,706,1050,1008,1282,1235,1353,1327,1445,1377,1464,1520,1256,1229,1350,1423,0.7579093,0.7362447,4.0,4.0,2098.0,0.059256679029393314,50847.0,0.018275086580207444,37.06931,40.738613,"{""type"":""MultiPoint"",""coordinates"":[]}"
5289,800,755,457,410,413,476,520,618,821,836,704,740,1154,1125,1369,1325,1449,1459,1523,1511,1530,1516,1256,1229,1350,1423,0.5732393,0.67527217,4.0,4.0,1807.0,0.04247990869837122,28603.0,0.010648764899696487,41.437527,37.003757,"{""type"":""MultiPoint"",""coordinates"":[]}"
5290,717,647,421,367,436,509,618,676,835,812,753,736,1087,1028,1266,1203,1356,1254,1397,1351,1376,1378,1212,1214,1350,1423,0.5068323,0.9319291,4.0,4.0,1582.0,0.05196282666580259,42634.0,0.01281726557816952,28.169167,30.072845,"{""type"":""MultiPoint"",""coordinates"":[]}"
5291,433,430,241,226,318,439,408,536,735,717,586,644,958,979,1168,1144,1196,1190,1212,1249,1218,1254,959,982,1350,1423,0.53970885,0.8104528,4.0,4.0,4137.0,0.056219452319666435,44523.0,0.02176252601040942,38.098225,33.118523,"{""type"":""MultiPoint"",""coordinates"":[]}"
5292,433,430,241,226,318,439,417,562,692,680,592,629,958,979,1168,1144,1196,1190,1212,1249,1242,1248,959,982,1350,1423,0.7743861,0.94237536,4.0,4.0,4017.0,0.058703199686133314,45729.0,0.0236102729289815,38.800915,34.562214,"{""type"":""MultiPoint"",""coordinates"":[]}"
5293,444,427,249,238,318,439,402,550,698,706,616,626,958,975,1195,1196,1237,1253,1291,1290,1262,1282,959,982,1350,1423,0.5327527,0.95143175,4.0,4.0,4191.0,0.0557804068736666,43924.0,0.02301637152243179,37.005707,36.976894,"{""type"":""MultiPoint"",""coordinates"":[]}"
5294,444,427,249,238,318,439,376,546,698,702,588,581,958,975,1195,1196,1237,1253,1291,1290,1306,1340,959,982,1350,1423,0.8127804,0.98131794,4.0,4.0,4325.0,0.060732079745862866,51577.0,0.027740198477242517,43.046547,45.802055,"{""type"":""MultiPoint"",""coordinates"":[]}"
5295,433,434,226,245,318,439,366,457,674,664,560,550,934,966,1218,1198,1267,1287,1337,1315,1340,1406,959,982,1350,1423,0.92408234,0.9764074,4.0,4.0,3341.0,0.04933681743455309,36006.0,0.017029502954843675,48.455154,53.11824,"{""type"":""MultiPoint"",""coordinates"":[]}"
5296,433,434,226,245,318,439,396,529,666,696,580,572,934,966,1218,1198,1267,1287,1337,1315,1306,1366,959,982,1350,1423,0.8050996,0.9800008,4.0,4.0,4269.0,0.05519894412161554,45422.0,0.021089069127093883,44.053062,48.313103,"{""type"":""MultiPoint"",""coordinates"":[]}"
5297,459,449,234,253,345,434,430,558,680,692,614,590,923,929,1185,1193,1257,1258,1303,1289,1284,1242,1038,1073,1350,1423,0.5192109,0.94997436,4.0,4.0,2746.0,0.051949353141648016,34101.0,0.01679986802162795,38.557724,39.055325,"{""type"":""MultiPoint"",""coordinates"":[]}"
5298,459,449,234,253,345,434,427,532,666,654,559,582,923,929,1185,1193,1257,1258,1303,1289,1254,1274,1038,1073,1350,1423,0.9521864,0.92260146,4.0,4.0,3048.0,0.043444922224428834,27331.0,0.012423460303652732,43.777916,41.97168,"{""type"":""MultiPoint"",""coordinates"":[]}"
5299,543,560,290,299,345,434,380,507,659,698,522,556,957,1010,1217,1205,1294,1301,1368,1289,1340,1354,1038,1073,1350,1423,0.9930548,0.9828099,4.0,4.0,3971.0,0.05583397810132745,43090.0,0.018122239292980707,53.40812,49.70685,"{""type"":""MultiPoint"",""coordinates"":[]}"
5300,543,560,290,299,345,434,438,569,697,745,588,624,957,1010,1217,1205,1294,1301,1368,1289,1380,1362,1038,1073,1350,1423,0.97025824,0.9525587,4.0,4.0,3946.0,0.05740244681764191,45173.0,0.017988864442866508,47.06366,41.7577,"{""type"":""MultiPoint"",""coordinates"":[]}"
5301,590,605,308,326,376,450,434,552,684,728,588,614,1012,1000,1255,1233,1326,1340,1377,1416,1406,1414,1108,1133,1350,1423,0.9622168,0.98683816,4.0,4.0,3546.0,0.04172083704984766,30924.0,0.010947718047342556,48.40429,45.693764,"{""type"":""MultiPoint"",""coordinates"":[]}"
5302,590,605,308,326,376,450,421,552,703,756,603,606,1012,1000,1255,1233,1326,1340,1377,1416,1412,1424,1108,1133,1350,1423,0.88404095,0.98703045,4.0,4.0,3595.0,0.04453188235094795,34447.0,0.012837478645937723,46.90017,47.15255,"{""type"":""MultiPoint"",""coordinates"":[]}"
5303,714,703,395,368,373,450,468,626,758,756,686,665,1043,1047,1328,1260,1364,1388,1462,1418,1484,1438,1122,1168,1350,1423,0.62091583,0.94607353,4.0,4.0,2183.0,0.05843447444007428,48901.0,0.01974003969517233,41.093678,41.064117,"{""type"":""MultiPoint"",""coordinates"":[]}"
5304,714,703,395,368,373,450,486,594,738,732,682,665,1043,1047,1328,1260,1364,1388,1462,1418,1462,1436,1122,1168,1350,1423,0.6212827,0.7674764,4.0,4.0,1699.0,0.048834359919068045,34041.0,0.013097209295816347,40.416454,40.960533,"{""type"":""MultiPoint"",""coordinates"":[]}"
5305,630,651,346,317,373,450,543,604,714,711,664,638,995,1003,1278,1272,1362,1385,1436,1423,1414,1434,1122,1168,1350,1423,0.7199732,0.62559646,4.0,4.0,2096.0,0.03390341313925758,20260.0,0.0072017344109441845,39.920578,43.920265,"{""type"":""MultiPoint"",""coordinates"":[]}"
5306,630,651,346,317,373,450,474,548,681,708,590,600,995,1003,1278,1272,1362,1385,1436,1423,1440,1490,1122,1168,1350,1423,0.9790076,0.91736794,4.0,4.0,3122.0,0.034051212514795794,24259.0,0.007360892350903009,49.864822,51.08957,"{""type"":""MultiPoint"",""coordinates"":[]}"
5307,632,614,318,310,373,450,374,516,688,744,575,604,984,994,1365,1298,1380,1390,1486,1437,1486,1490,1122,1168,1350,1423,0.7862669,0.97626925,4.0,4.0,3373.0,0.05557072462301934,45009.0,0.019302209568706992,53.873695,50.620934,"{""type"":""MultiPoint"",""coordinates"":[]}"
5308,686,661,368,331,371,455,554,618,764,724,656,653,1035,1004,1331,1296,1432,1344,1452,1448,1472,1470,1156,1184,1350,1423,0.7850816,0.7759325,4.0,4.0,823.0,0.04616764425180327,30818.0,0.011425467723667737,43.79789,44.034325,"{""type"":""MultiPoint"",""coordinates"":[]}"
5309,730,683,412,350,371,455,572,662,798,772,706,708,1054,1040,1336,1331,1455,1418,1551,1507,1504,1466,1156,1184,1350,1423,0.5602389,0.74562645,4.0,4.0,1208.0,0.04662852944933643,32972.0,0.01350963443736181,39.948452,37.811478,"{""type"":""MultiPoint"",""coordinates"":[]}"
5310,730,683,412,350,371,455,479,596,742,755,662,634,1054,1040,1336,1331,1455,1418,1551,1507,1538,1506,1156,1184,1350,1423,0.80797136,0.9908516,4.0,4.0,1697.0,0.05062410046675812,38414.0,0.01684325578117077,46.33116,47.930428,"{""type"":""MultiPoint"",""coordinates"":[]}"
5311,707,650,365,337,371,455,480,584,740,734,665,634,1029,1043,1303,1285,1401,1410,1548,1485,1474,1480,1156,1184,1350,1423,0.89787745,0.98220253,4.0,4.0,1919.0,0.04791755351226138,33621.0,0.013901011205936375,42.895523,46.67656,"{""type"":""MultiPoint"",""coordinates"":[]}"
5312,707,650,365,337,371,455,508,570,735,718,690,634,1029,1043,1303,1285,1401,1410,1548,1485,1454,1396,1156,1184,1350,1423,0.6138727,0.9491315,4.0,4.0,830.0,0.047250614042109916,32405.0,0.01226315801025742,39.132423,42.406067,"{""type"":""MultiPoint"",""coordinates"":[]}"
5313,733,692,409,384,436,509,642,686,881,886,790,799,1115,1098,1359,1279,1366,1353,1466,1454,1462,1434,1212,1214,1350,1423,0.47634366,0.8140989,4.0,4.0,736.0,0.038549350107803394,22796.0,0.007222577151327066,29.162945,26.74884,"{""type"":""MultiPoint"",""coordinates"":[]}"
5314,433,430,241,226,318,439,439,558,712,736,639,650,958,979,1168,1144,1196,1190,1212,1249,1250,1276,959,982,1350,1423,0.27295458,0.91182476,4.0,4.0,3961.0,0.05167446291234826,38689.0,0.018621234774153353,33.473072,33.74396,"{""type"":""MultiPoint"",""coordinates"":[]}"
5315,433,430,241,226,318,439,388,571,659,672,570,585,958,979,1168,1144,1196,1190,1212,1249,1234,1240,959,982,1350,1423,0.83373916,0.97588795,4.0,4.0,4528.0,0.06636475845213667,57074.0,0.030588044238938027,41.150288,39.573044,"{""type"":""MultiPoint"",""coordinates"":[]}"
5316,444,427,249,238,318,439,367,524,667,678,576,616,958,975,1195,1196,1237,1253,1291,1290,1262,1296,959,982,1350,1423,0.8070096,0.9218915,4.0,4.0,4716.0,0.0582142464911525,48982.0,0.02565472881999096,42.038254,39.012886,"{""type"":""MultiPoint"",""coordinates"":[]}"
5317,444,427,249,238,318,439,384,521,654,708,548,578,958,975,1195,1196,1237,1253,1291,1290,1282,1324,959,982,1350,1423,0.96372515,0.9773877,4.0,4.0,4897.0,0.05447592453450372,45805.0,0.021932726414362516,46.83204,45.305153,"{""type"":""MultiPoint"",""coordinates"":[]}"
5318,433,434,226,245,318,439,380,516,660,673,539,558,934,966,1218,1198,1267,1287,1337,1315,1316,1324,959,982,1350,1423,0.9742483,0.9812369,4.0,4.0,4076.0,0.05559579544004943,42259.0,0.022232811244756456,49.89041,47.850792,"{""type"":""MultiPoint"",""coordinates"":[]}"
5319,433,434,226,245,318,439,406,492,674,700,561,580,934,966,1218,1198,1267,1287,1337,1315,1284,1316,959,982,1350,1423,0.9412374,0.9621005,4.0,4.0,3763.0,0.04683070135121121,32626.0,0.01536980464068407,45.24514,44.61122,"{""type"":""MultiPoint"",""coordinates"":[]}"
5320,459,449,234,253,345,434,389,542,655,680,563,592,923,929,1185,1193,1257,1258,1303,1289,1280,1274,1038,1073,1350,1423,0.90029746,0.93797594,4.0,4.0,3935.0,0.054068706969512444,40144.0,0.019842919150408693,44.758156,40.705807,"{""type"":""MultiPoint"",""coordinates"":[]}"
5321,459,449,234,253,345,434,440,545,700,666,583,587,923,929,1185,1193,1257,1258,1303,1289,1270,1264,1038,1073,1350,1423,0.91564405,0.9378642,4.0,4.0,2460.0,0.045608644672749526,27466.0,0.013332571970673633,41.611267,40.750645,"{""type"":""MultiPoint"",""coordinates"":[]}"
5322,543,560,290,299,345,434,453,543,710,700,630,626,957,1010,1217,1205,1294,1301,1368,1289,1252,1284,1038,1073,1350,1423,0.6810016,0.79403424,4.0,4.0,2716.0,0.04954153868838142,33328.0,0.01272093794454216,34.685738,37.09512,"{""type"":""MultiPoint"",""coordinates"":[]}"
5323,543,560,290,299,345,434,549,642,774,798,674,694,957,1010,1217,1205,1294,1301,1368,1289,1334,1318,1038,1073,1350,1423,0.87031347,0.88790673,4.0,4.0,3078.0,0.04949147447897553,33969.0,0.012142367836214623,34.373585,31.182545,"{""type"":""MultiPoint"",""coordinates"":[]}"
5324,563,553,328,291,345,434,532,582,742,756,680,680,984,988,1231,1219,1259,1307,1330,1318,1350,1324,1038,1073,1350,1423,0.7253893,0.8528365,4.0,4.0,2273.0,0.038770553811176243,21924.0,0.009435747280250189,34.608273,33.112732,"{""type"":""MultiPoint"",""coordinates"":[]}"
5325,590,605,308,326,376,450,439,554,720,701,619,629,1012,1000,1255,1233,1326,1340,1377,1416,1372,1416,1108,1133,1350,1423,0.8199563,0.9677108,4.0,4.0,2873.0,0.04105385690913788,29946.0,0.010634449437564185,42.893417,44.03576,"{""type"":""MultiPoint"",""coordinates"":[]}"
5326,744,725,418,397,376,450,483,600,762,769,648,643,1064,1064,1379,1298,1432,1413,1475,1428,1460,1408,1108,1133,1350,1423,0.3217672,0.942048,4.0,4.0,1337.0,0.050870497588811854,37830.0,0.01425107155867526,44.09738,41.996452,"{""type"":""MultiPoint"",""coordinates"":[]}"
5327,714,703,395,368,373,450,534,645,788,784,714,696,1043,1047,1328,1260,1364,1388,1462,1418,1502,1442,1122,1168,1350,1423,0.4817066,0.91944873,4.0,4.0,1543.0,0.051080300936461154,37637.0,0.013500696108472855,39.00379,37.8559,"{""type"":""MultiPoint"",""coordinates"":[]}"
5328,714,703,395,368,373,450,522,614,736,767,679,696,1043,1047,1328,1260,1364,1388,1462,1418,1372,1412,1122,1168,1350,1423,0.82109517,0.896185,4.0,4.0,2650.0,0.04611643053330782,32690.0,0.01084941000530997,35.95631,36.26163,"{""type"":""MultiPoint"",""coordinates"":[]}"
5329,630,651,346,317,373,450,474,622,708,742,629,628,995,1003,1278,1272,1362,1385,1436,1423,1432,1392,1122,1168,1350,1423,0.9280341,0.95306754,4.0,4.0,3437.0,0.05091301602231302,40115.0,0.01581167933851709,44.857445,42.896156,"{""type"":""MultiPoint"",""coordinates"":[]}"
5330,630,651,346,317,373,450,447,561,700,723,626,628,995,1003,1278,1272,1362,1385,1436,1423,1476,1476,1122,1168,1350,1423,0.75350785,0.8440133,4.0,4.0,3178.0,0.04115788625250782,28983.0,0.011285563008061416,47.397064,47.16738,"{""type"":""MultiPoint"",""coordinates"":[]}"
5331,632,614,318,310,373,450,468,543,748,760,619,636,984,994,1365,1298,1380,1390,1486,1437,1498,1500,1122,1168,1350,1423,0.88468194,0.9417297,4.0,4.0,1953.0,0.043068113248431496,26914.0,0.00956363344210099,49.26107,47.417297,"{""type"":""MultiPoint"",""coordinates"":[]}"
5332,707,650,365,337,371,455,506,558,782,762,689,662,1029,1043,1303,1285,1401,1410,1548,1485,1592,1520,1156,1184,1350,1423,0.6545312,0.96355915,4.0,4.0,871.0,0.045163097539269635,30789.0,0.010900856643865559,45.934937,45.47696,"{""type"":""MultiPoint"",""coordinates"":[]}"
5333,707,650,365,337,371,455,526,594,771,778,689,668,1029,1043,1303,1285,1401,1410,1548,1485,1522,1498,1156,1184,1350,1423,0.8574279,0.97787386,4.0,4.0,1550.0,0.04315819191087543,27462.0,0.010677337414389206,42.64405,43.752502,"{""type"":""MultiPoint"",""coordinates"":[]}"
5334,789,764,411,409,413,476,496,623,756,825,684,705,1123,1084,1381,1372,1473,1427,1569,1494,1532,1512,1256,1229,1350,1423,0.8659913,0.90291506,4.0,4.0,2131.0,0.05138638041943176,41730.0,0.014493978793615709,43.662453,40.45077,"{""type"":""MultiPoint"",""coordinates"":[]}"
5335,733,692,409,384,436,509,590,648,846,836,758,744,1115,1098,1359,1279,1366,1353,1466,1454,1494,1414,1212,1214,1350,1423,0.5503442,0.93196845,4.0,4.0,973.0,0.04345805056144726,30030.0,0.008855893930153291,34.052753,31.239925,"{""type"":""MultiPoint"",""coordinates"":[]}"
5336,472,432,249,219,318,439,406,544,654,696,570,564,986,999,1128,1154,1190,1229,1222,1238,1234,1242,959,982,1350,1423,0.8749133,0.9835587,4.0,4.0,4558.0,0.05640216876088263,46529.0,0.024111665194096743,41.150288,42.413956,"{""type"":""MultiPoint"",""coordinates"":[]}"
5337,451,430,244,235,318,439,412,488,682,691,581,608,976,985,1167,1187,1268,1261,1256,1289,1254,1282,959,982,1350,1423,0.8004425,0.7831713,4.0,4.0,3639.0,0.04314640530944776,30010.0,0.014252034745038545,40.92429,39.178963,"{""type"":""MultiPoint"",""coordinates"":[]}"
5338,451,430,244,235,318,439,424,497,684,683,577,578,976,985,1167,1187,1268,1261,1256,1289,1262,1262,959,982,1350,1423,0.904679,0.9636292,4.0,4.0,3065.0,0.04406555615375113,27971.0,0.014515847792580094,41.909775,41.781433,"{""type"":""MultiPoint"",""coordinates"":[]}"
5339,470,448,236,252,318,439,419,550,657,694,589,602,965,996,1210,1197,1298,1280,1320,1291,1288,1290,959,982,1350,1423,0.54665136,0.98018986,4.0,4.0,3881.0,0.05704452112077582,42237.0,0.02211072687206343,41.895615,40.38727,"{""type"":""MultiPoint"",""coordinates"":[]}"
5340,470,448,236,252,318,439,425,538,690,714,586,620,965,996,1210,1197,1298,1280,1320,1291,1302,1306,959,982,1350,1423,0.8355932,0.9576116,4.0,4.0,3744.0,0.053724489802456116,38051.0,0.01966435013819719,43.07157,39.10409,"{""type"":""MultiPoint"",""coordinates"":[]}"
5341,496,479,251,261,345,434,457,576,723,735,633,630,964,999,1215,1185,1265,1275,1310,1289,1316,1308,1038,1073,1350,1423,0.651193,0.9500392,4.0,4.0,3014.0,0.0483379625164074,31908.0,0.014235790000452206,38.11604,38.014362,"{""type"":""MultiPoint"",""coordinates"":[]}"
5342,524,512,270,276,345,434,472,575,762,762,662,657,974,1027,1187,1184,1245,1231,1318,1269,1302,1302,1038,1073,1350,1423,0.6884471,0.9230126,4.0,4.0,2794.0,0.047871906900766724,30704.0,0.01299443088723672,33.888428,34.470688,"{""type"":""MultiPoint"",""coordinates"":[]}"
5343,524,512,270,276,345,434,520,640,749,756,698,680,974,1027,1187,1184,1245,1231,1318,1269,1310,1292,1038,1073,1350,1423,0.4636454,0.939986,4.0,4.0,2837.0,0.051679131035157526,35167.0,0.014597868216957723,30.260597,31.217926,"{""type"":""MultiPoint"",""coordinates"":[]}"
5344,565,577,311,307,376,450,441,558,740,756,654,636,1025,1007,1213,1223,1301,1323,1386,1346,1338,1368,1108,1133,1350,1423,0.69703484,0.9622868,4.0,4.0,2753.0,0.04403259684703153,29267.0,0.011700952064156035,36.900845,40.668262,"{""type"":""MultiPoint"",""coordinates"":[]}"
5345,565,577,311,307,376,450,465,588,726,762,666,642,1025,1007,1213,1223,1301,1323,1386,1346,1338,1366,1108,1133,1350,1423,0.6738082,0.96468896,4.0,4.0,2973.0,0.04578144254072878,31883.0,0.012294556743253984,35.516766,39.857567,"{""type"":""MultiPoint"",""coordinates"":[]}"
5346,645,619,347,353,376,450,460,605,720,778,658,670,1046,1069,1297,1273,1334,1354,1426,1392,1338,1422,1108,1133,1350,1423,0.66551113,0.97234714,4.0,4.0,4222.0,0.05193750153954436,46392.0,0.015166993551227595,36.437637,39.66948,"{""type"":""MultiPoint"",""coordinates"":[]}"
5347,645,619,347,353,376,450,451,620,782,782,682,705,1046,1069,1297,1273,1334,1354,1426,1392,1434,1422,1108,1133,1350,1423,0.45795715,0.9406407,4.0,4.0,3406.0,0.054356059960781106,44037.0,0.018497475128683383,38.96797,35.820477,"{""type"":""MultiPoint"",""coordinates"":[]}"
5348,666,655,369,356,376,450,492,606,812,794,689,700,1069,1090,1324,1289,1387,1388,1478,1408,1472,1416,1108,1133,1350,1423,0.6504209,0.89680517,4.0,4.0,1756.0,0.049350152100783286,34864.0,0.013107119974171069,40.162888,36.04068,"{""type"":""MultiPoint"",""coordinates"":[]}"
5349,571,575,312,286,373,450,434,558,692,745,620,650,1016,1051,1302,1314,1360,1361,1430,1398,1424,1454,1122,1168,1350,1423,0.7685129,0.91306704,4.0,4.0,4195.0,0.044826182772466666,36445.0,0.012893846694284457,45.499176,43.56916,"{""type"":""MultiPoint"",""coordinates"":[]}"
5350,596,572,327,291,373,450,558,594,804,805,738,710,1078,1039,1378,1330,1379,1386,1529,1434,1460,1430,1122,1168,1350,1423,0.6169017,0.8479799,4.0,4.0,744.0,0.04560664533811291,31126.0,0.01009155771505035,34.33834,35.709347,"{""type"":""MultiPoint"",""coordinates"":[]}"
5351,596,572,327,291,373,450,473,554,752,788,680,655,1078,1039,1378,1330,1379,1386,1529,1434,1460,1462,1122,1168,1350,1423,0.6937513,0.94792324,4.0,4.0,1297.0,0.05051637673433658,36631.0,0.013258196966516558,40.533455,43.40924,"{""type"":""MultiPoint"",""coordinates"":[]}"
5352,649,610,357,318,371,455,522,620,796,778,701,702,1118,1096,1411,1322,1494,1443,1586,1514,1506,1494,1156,1184,1350,1423,0.44686815,0.9496136,4.0,4.0,1035.0,0.051374892380849954,42474.0,0.014743616537150646,40.578632,39.874424,"{""type"":""MultiPoint"",""coordinates"":[]}"
5353,650,614,347,323,394,471,561,651,794,776,747,713,1074,1063,1351,1300,1387,1383,1532,1468,1502,1500,1190,1179,1350,1423,0.47370136,0.841359,4.0,4.0,875.0,0.044369185333511585,29669.0,0.010858216064852528,35.581356,39.00898,"{""type"":""MultiPoint"",""coordinates"":[]}"
5354,650,614,347,323,394,471,451,592,760,744,690,716,1074,1063,1351,1300,1387,1383,1532,1468,1440,1464,1190,1179,1350,1423,0.4754096,0.4856518,4.0,4.0,2145.0,0.05338541663770095,41474.0,0.01729603544076674,38.404507,36.857098,"{""type"":""MultiPoint"",""coordinates"":[]}"
5355,624,624,339,314,394,471,510,634,744,778,695,728,1075,1130,1297,1320,1396,1402,1480,1465,1440,1492,1190,1179,1350,1423,0.73264164,0.6591354,4.0,4.0,4301.0,0.04209317286896867,36144.0,0.010768190957956881,37.85967,37.03344,"{""type"":""MultiPoint"",""coordinates"":[]}"
5356,703,691,382,367,413,476,547,654,831,844,746,741,1144,1150,1384,1383,1434,1444,1525,1551,1522,1602,1256,1229,1350,1423,0.40378946,0.90603024,4.0,4.0,2994.0,0.03716860590677195,29252.0,0.007674406178542691,36.690617,41.048195,"{""type"":""MultiPoint"",""coordinates"":[]}"
5357,451,430,244,235,318,439,411,526,722,722,608,606,976,985,1167,1187,1268,1261,1256,1289,1250,1254,959,982,1350,1423,0.44364467,0.9407106,4.0,4.0,3574.0,0.05022474213539399,35885.0,0.018731231945959877,37.272377,37.76348,"{""type"":""MultiPoint"",""coordinates"":[]}"
5358,451,430,244,235,318,439,410,530,698,644,576,600,976,985,1167,1187,1268,1261,1256,1289,1322,1290,959,982,1350,1423,0.8784076,0.9184089,4.0,4.0,3084.0,0.05699266979745987,41556.0,0.022249862895043642,45.447372,40.635555,"{""type"":""MultiPoint"",""coordinates"":[]}"
